0,Address,Census Tract,PM2.5,Poverty,Traffic,Noise Pollution,Minimum Price,Minimum Beds,Minimum Baths,Sqft,Units,Latitude,Longitude,Distance to School,Distance to Hospital,Distance to Grocery Store,City,Home Type,SoundScore
4053,"3500 Granada Ave, Santa Clara, CA",6085505401,8.256708535,14.4,1432.33132,29,2323,1,1,664,19,37.348,-121.99443,0.423775022,1.206702482,0.605215354,Santa Clara,MULTIUNIT,71
4054,"3480 Granada Ave, Santa Clara, CA",6085505401,8.256708535,14.4,1432.33132,27,2589,1,1,720,5,37.34814,-121.992935,0.614535919,1.106661751,0.557991158,Santa Clara,MULTIUNIT,73
4055,"2865 Homestead Rd, Santa Clara, CA",6085505403,8.256708535,12.4,1234.328521,29,2295,1,1,644,5,37.33844,-121.97837,0.153478637,1.225964983,0.213751624,Santa Clara,MULTIUNIT,71
4056,"3444 Monroe St APT 3, Santa Clara, CA 95051",6085505305,8.258559985,10.1,1767.581773,27,2900,2,1,750,1,37.366604,-121.99101,0.163420573,1.822481143,0.287694773,Santa Clara,APARTMENT,73
4057,"3460 Warburton Ave APT 8, Santa Clara, CA 95051",6085505305,8.258559985,10.1,1767.581773,28,3089,2,1,840,1,37.35381,-121.99177,0.19262501,1.097962557,0.314413726,Santa Clara,APARTMENT,72
4058,"3810 Peebles Pl, Santa Clara, CA 95051",6085508507,8.235539254,11.8,2358.297542,30,5200,3,3,1590,1,37.353462,-122.000565,1.017805698,1.923764616,0.170255654,Santa Clara,TOWNHOUSE,70
4059,"2580 Homestead Rd APT 6201, Santa Clara, CA 95051",6085506102,8.374065123,6.4,1205.616762,28,3300,2,2,984,1,37.33982,-121.971436,0.206916543,1.427910558,0.324355662,Santa Clara,APARTMENT,72
4060,"3465 Cabrillo Ave, Santa Clara, CA 95051",6085505305,8.258559985,10.1,1767.581773,26,4995,4,3,2000,1,37.36015,-121.99171,0.368473003,1.377579507,0.723275844,Santa Clara,SINGLE_FAMILY,74
4061,"1750 Halford Ave APT 114, Santa Clara, CA 95051",6085508507,8.235539254,11.8,2358.297542,31,2500,1,1,678,1,37.35571,-121.998405,0.948833517,1.625506536,0.334297598,Santa Clara,APARTMENT,69
4062,"3460 Warburton Ave APT 10, Santa Clara, CA 95051",6085505305,8.258559985,10.1,1767.581773,28,2539,1,1,700,1,37.353806,-121.99175,0.193246381,1.098583928,0.314413726,Santa Clara,APARTMENT,72
4063,"2860 Malabar Ave APT 4, Santa Clara, CA 95051",6085506103,8.340440181,11,1291.551258,27,2650,2,1,900,1,37.324936,-121.97781,0.698421004,2.03809688,0.59651616,Santa Clara,APARTMENT,73
4064,"3731 Peacock Ct UNIT 8, Santa Clara, CA 95051",6085508204,8.15704282,10.7,1159.829693,28,2300,1,1,700,1,37.347916,-121.998665,0.608322209,1.265732727,0.91341537,Santa Clara,APARTMENT,72
4065,"3356 Solano Ct, Santa Clara, CA 95051",6085505403,8.256708535,12.4,1234.328521,23,7295,5,4,3137,1,37.343124,-121.9889,0.219343963,1.326005714,1.03147586,Santa Clara,SINGLE_FAMILY,77
4066,"3106 Mauricia Ave, Santa Clara, CA 95051",6085506103,8.340440181,11,1291.551258,23,4695,3,2,1240,1,37.326897,-121.9831,0.195110494,1.326627085,0.486533493,Santa Clara,SINGLE_FAMILY,77
4067,"2601 Cortez Dr UNIT 2203, Santa Clara, CA 95051",6085505302,8.359074555,19.5,1381.652585,25,3500,3,2,974,1,37.36923,-121.974594,0.198217349,2.521523518,1.464571447,Santa Clara,APARTMENT,75
4068,"2180 Stebbins Ave, Santa Clara, CA 95051",6085505302,8.359074555,19.5,1381.652585,25,4500,3,2,1247,1,37.362328,-121.97475,0.481562525,1.122817397,1.135244817,Santa Clara,SINGLE_FAMILY,75
4069,"906 Burbank Dr APT 16, Santa Clara, CA 95051",6085505403,8.256708535,12.4,1234.328521,31,3300,2,1,950,1,37.341747,-121.99529,0.253519368,0.599623015,0.367230261,Santa Clara,APARTMENT,69
4070,"3568 Agate Dr, Santa Clara, CA",6085505301,8.369069304,21.9,1319.676596,28,1995,1,1,550,2,37.37009,-121.99484,1.036446828,2.333869476,0.799083106,Santa Clara,MULTIUNIT,72
4071,"870 Burbank Dr APT 9, Santa Clara, CA 95051",6085505403,8.256708535,12.4,1234.328521,30,2445,2,1,850,1,37.340324,-121.99512,0.149750411,0.495854058,0.263461304,Santa Clara,APARTMENT,70
4072,"3375 Snively Ave, Santa Clara, CA 95051",6085505401,8.256708535,14.4,1432.33132,28,4250,3,2,1166,1,37.351402,-121.98856,0.659274631,0.920871822,0.869298029,Santa Clara,SINGLE_FAMILY,72
4073,"2530 Hawkington Ct, Santa Clara, CA 95051",6085505302,8.359074555,19.5,1381.652585,25,4195,3,3,1377,1,37.36797,-121.971375,0.269675014,2.010135185,0.968717389,Santa Clara,SINGLE_FAMILY,75
4074,"2470 Arroyo Dr, Santa Clara, CA 95051",6085505402,8.304923931,10.9,1242.503255,30,3350,2,1,800,1,37.350876,-121.970406,0.769878669,0.461057282,0.630070194,Santa Clara,SINGLE_FAMILY,70
4075,"3023 Alexander Ave, Santa Clara, CA 95051",6085506101,8.354770687,9.4,1164.17154,21,4700,3,2,1329,1,37.33633,-121.98425,0.257247594,1.078078685,0.828287543,Santa Clara,SINGLE_FAMILY,79
4076,"1073 Pomeroy Ave, Santa Clara, CA 95051",6085505401,8.256708535,14.4,1432.33132,26,6200,4,3,1700,1,37.34578,-121.98678,0.294529854,1.035204086,0.619506887,Santa Clara,SINGLE_FAMILY,74
4077,"1043 Pomeroy Ave 2, Santa Clara, CA 95051",6085505401,8.256708535,14.4,1432.33132,26,6200,4,3,1700,1,37.348675,-121.98433,0.315035097,0.794112138,0.64001213,Santa Clara,APARTMENT,74
4078,"2835 Malabar Ave, Santa Clara, CA",6085506103,8.340440181,11,1291.551258,28,2250,1,1,660,2,37.325287,-121.97686,0.621371,1.844229128,0.298879451,Santa Clara,MULTIUNIT,72
4079,"929 Capitola Way, Santa Clara, CA 95051",6085505403,8.256708535,12.4,1234.328521,24,1800,2,2,800,1,37.34285,-121.98868,0.152857266,1.411754912,0.830773027,Santa Clara,APARTMENT,76
4080,"2124 San Antonio Pl ID1724, Santa Clara, CA 95051",6085505304,8.316306738,6.8,819.1738326,25,4800,2,2,1073,1,37.35948,-121.98357,0.350453244,1.059437555,0.78292746,Santa Clara,APARTMENT,75
4081,"1730 Halford Ave APT 248, Santa Clara, CA 95051",6085508507,8.235539254,11.8,2358.297542,28,2750,2,1,951,1,37.35407,-121.999245,0.93827021,2.03188317,0.19262501,Santa Clara,APARTMENT,72
4082,"1720 Halford Ave APT 133, Santa Clara, CA 95051",6085508507,8.235539254,11.8,2358.297542,29,3300,1,1,700,1,37.355267,-121.99838,0.979280696,1.595059357,0.30447179,Santa Clara,APARTMENT,71
4083,"990 Kiely Blvd, Santa Clara, CA 95051",6085505403,8.256708535,12.4,1234.328521,28,2350,1,1,484,1,37.343365,-121.97813,0.508902849,0.781684718,0.489018977,Santa Clara,APARTMENT,72
4084,"1311 Casa Ct, Santa Clara, CA 95051",6085508204,8.15704282,10.7,1159.829693,35,4450,3,3,1875,1,37.348988,-121.996445,0.827044801,1.353967409,0.611429064,Santa Clara,TOWNHOUSE,65
4085,"932 Kiely Blvd UNIT E, Santa Clara, CA 95051",6085505403,8.256708535,12.4,1234.328521,28,2100,1,1,460,1,37.34288,-121.97817,0.542456883,0.815238752,0.522573011,Santa Clara,APARTMENT,72
4086,"906 Burbank Dr FLOOR 2-ID1486, Santa Clara, CA 95051",6085505403,8.256708535,12.4,1234.328521,31,3260,1,1,800,1,37.341743,-121.99528,0.253519368,0.599001644,0.36660889,Santa Clara,APARTMENT,69
4087,"2278 Manhattan Pl, Santa Clara, CA 95051",6085505301,8.369069304,21.9,1319.676596,25,5500,4,2,1801,1,37.363777,-121.979416,0.34175405,1.153885947,1.216644418,Santa Clara,SINGLE_FAMILY,75
4088,"3622 Randolph Ave, Santa Clara, CA 95051",6085508102,8.26226867,9.2,1983.742118,32,5945,4,3,1800,1,37.329742,-121.99651,1.192410949,0.827666172,0.844443189,Santa Clara,SINGLE_FAMILY,68
4089,"2009 Coolidge Dr, Santa Clara, CA 95051",6085505302,8.359074555,19.5,1381.652585,27,4700,3,2,1784,1,37.359512,-121.971664,0.139187104,1.086777879,1.320413375,Santa Clara,SINGLE_FAMILY,73
4090,"3706 Daniel Way, Santa Clara, CA 95051",6085508102,8.26226867,9.2,1983.742118,30,6500,5,3,2274,1,37.33044,-121.99852,0.402027037,0.669837938,0.685993584,Santa Clara,SINGLE_FAMILY,70
4091,"964 Kiely Blvd UNIT C, Santa Clara, CA 95051",6085505403,8.256708535,12.4,1234.328521,21,3400,2,2,992,1,37.34252,-121.981064,0.728246812,1.095477073,0.584710111,Santa Clara,APARTMENT,79
4092,"3581 Wolf Pl, Santa Clara, CA 95051",6085505401,8.256708535,14.4,1432.33132,31,6560,4,4,1993,1,37.35096,-121.995575,0.486533493,1.618050084,0.466649621,Santa Clara,SINGLE_FAMILY,69
4093,"2939 Kaiser Dr, Santa Clara, CA 95051",6085505403,8.256708535,12.4,1234.328521,23,5400,3,4,1951,1,37.34205,-121.97996,0.349210502,1.015941585,0.504553252,Santa Clara,TOWNHOUSE,77
4094,"3760 Peacock Ct APT 5, Santa Clara, CA 95051",6085508204,8.15704282,10.7,1159.829693,27,3400,2,2,1000,1,37.347294,-121.99941,0.603972612,1.26138313,0.909065773,Santa Clara,APARTMENT,73
4095,"1577 Pomeroy Ave 207, Santa Clara, CA 95051",6085505401,8.256708535,14.4,1432.33132,30,3000,2,2,900,1,37.351376,-121.98615,0.301986306,0.751237539,0.258490336,Santa Clara,APARTMENT,70
4096,"2520 Bowers Ave 2, Santa Clara, CA 95051",6085505301,8.369069304,21.9,1319.676596,31,2900,2,1,800,1,37.367744,-121.97689,0.126759684,2.359345687,1.302393616,Santa Clara,TOWNHOUSE,69
4097,"3282 Saint Ignatius Pl APT 312, Santa Clara, CA 95051",6085505305,8.258559985,10.1,1767.581773,22,2295,1,1,650,1,37.360046,-121.9871,0.22369356,1.166313367,0.725139957,Santa Clara,APARTMENT,78
4098,"3027 Stevenson St, Santa Clara, CA 95051",6085506101,8.354770687,9.4,1164.17154,20,5000,4,2,1505,1,37.334896,-121.98312,0.384007278,1.395599266,0.60894358,Santa Clara,SINGLE_FAMILY,80
4099,"834 Quince Ave APT 34, Santa Clara, CA 95051",6085505403,8.256708535,12.4,1234.328521,22,2850,2,2,954,1,37.33888,-121.98663,0.346103647,0.86370569,0.569175836,Santa Clara,TOWNHOUSE,78
4100,"2494 Arroyo Dr, Santa Clara, CA 95051",6085505402,8.304923931,10.9,1242.503255,29,3000,2,1,800,1,37.350876,-121.970764,0.651196808,0.44117341,0.650575437,Santa Clara,APARTMENT,71
4101,"980 Kiely Blvd UNIT 203, Santa Clara, CA 95051",6085505403,8.256708535,12.4,1234.328521,24,2290,1,1,622,1,37.343315,-121.97977,0.743159716,0.902230692,0.609564951,Santa Clara,APARTMENT,76
4102,"3051 Mark Ave, Santa Clara, CA 95051",6085505304,8.316306738,6.8,819.1738326,23,3930,3,2,1395,1,37.357094,-121.982704,0.443037523,0.891046014,0.915279483,Santa Clara,SINGLE_FAMILY,77
4103,"1088 Wood Duck Ave, Santa Clara, CA",6085508204,8.15704282,10.7,1159.829693,28,5500,2,1,1017,2,37.346382,-121.99802,0.530029463,0.948212146,1.076835943,Santa Clara,MULTIUNIT,72
4104,"2663 Elliot St, Santa Clara, CA 95051",6085505302,8.359074555,19.5,1381.652585,25,5700,3,2,1700,1,37.36153,-121.97395,0.434338329,1.173769819,1.08739925,Santa Clara,SINGLE_FAMILY,75
4105,"2772 Sonoma Pl, Santa Clara, CA 95051",6085505402,8.304923931,10.9,1242.503255,26,4195,3,1,900,1,37.345947,-121.97693,0.06835081,0.634419791,0.772985524,Santa Clara,SINGLE_FAMILY,74
4106,"1361 Calabazas Ct 3, Santa Clara, CA 95051",6085505401,8.256708535,14.4,1432.33132,26,2875,2,1,825,1,37.34962,-121.98578,0.446765749,0.717062134,0.564826239,Santa Clara,APARTMENT,74
4107,"300 Salsbury Dr, Santa Clara, CA 95051",6085506103,8.340440181,11,1291.551258,26,9000,4,2,1785,1,37.32849,-121.97629,0.289558886,1.57206863,0.774228266,Santa Clara,SINGLE_FAMILY,74
4108,"3528-3538 Agate Dr 3528-07, Santa Clara, CA 95051",6085505301,8.369069304,21.9,1319.676596,26,2495,2,1,1100,1,37.36994,-121.98539,0.530650834,2.309636007,0.774849637,Santa Clara,APARTMENT,74
4109,"50 Saratoga Ave, Santa Clara, CA",6085506102,8.374065123,6.4,1205.616762,33,3351,1,1,663,19,37.324078,-121.97048,0.405133892,1.841743644,0.373443971,Santa Clara,MULTIUNIT,67
4110,"2960 Homestead Rd 39, Santa Clara, CA 95051",6085506101,8.354770687,9.4,1164.17154,26,2550,2,1,875,1,37.337345,-121.980705,0.305714532,1.138351672,0.36660889,Santa Clara,APARTMENT,74
4111,"3320 Montgomery Dr, Santa Clara, CA",6085505202,8.490723434,20.4,1726.271274,32,3190,0,1,640,89,37.381557,-121.9733,0.010563307,0.782306089,0.387114133,Santa Clara,MULTIUNIT,68
4112,"730 Agnew Rd, Santa Clara, CA",6085504901,8.411564486,12.2,2522.287189,34,2759,1,1,719,10,37.393524,-121.94876,0.498339542,1.930599697,0.150371782,Santa Clara,MULTIUNIT,66
4113,"1650 Hope Dr, Santa Clara, CA",6085504901,8.411564486,12.2,2522.287189,27,2975,1,1,790,20,37.3992,-121.95643,0.119303232,2.723469093,1.204838369,Santa Clara,MULTIUNIT,73
4114,"428 Greenwood Dr, Santa Clara, CA 95054",6085505007,8.541206682,15,2344.5212,28,5000,4,2,1565,1,37.390522,-121.941956,0.420046796,2.897452973,1.119089171,Santa Clara,SINGLE_FAMILY,72
4115,"3901 Lick Mill Blvd, Santa Clara, CA",6085504901,8.411564486,12.2,2522.287189,36,3550,1,1,900,4,37.396397,-121.94274,0.538107286,2.204624308,0.326219775,Santa Clara,MULTIUNIT,64
4116,"1883 Agnew Rd UNIT 356, Santa Clara, CA 95054",6085504901,8.411564486,12.2,2522.287189,35,3800,2,2,1070,1,37.39546,-121.958046,0.621371,1.928114213,0.777335121,Santa Clara,APARTMENT,65
4117,"430 Oak Grove Dr FLOOR 3-ID446, Santa Clara, CA 95054",6085504901,8.411564486,12.2,2522.287189,29,3140,2,2,961,1,37.39775,-121.94364,0.496475429,2.264897295,0.581603256,Santa Clara,APARTMENT,71
4118,"1883 Agnew Rd FLOOR 2-ID1587, Santa Clara, CA 95054",6085504901,8.411564486,12.2,2522.287189,35,3950,2,2,1070,1,37.396355,-121.958046,0.870540771,2.317092459,0.856870609,Santa Clara,APARTMENT,65
4119,"4249 Rivermark Pkwy, Santa Clara, CA 95054",6085504901,8.411564486,12.2,2522.287189,27,7000,4,3,2627,1,37.3975,-121.95047,0.503931881,2.210838018,0.340511308,Santa Clara,SINGLE_FAMILY,73
4120,"1857 Silva Pl, Santa Clara, CA 95054",6085504901,8.411564486,12.2,2522.287189,29,5000,4,3,1930,1,37.397217,-121.9576,0.505795994,2.869491278,1.270082324,Santa Clara,APARTMENT,71
4121,"1842 Garzoni Pl, Santa Clara, CA 95054",6085504901,8.411564486,12.2,2522.287189,28,4700,3,3,1458,1,37.397934,-121.95781,0.420046796,2.474299322,1.184333126,Santa Clara,TOWNHOUSE,72
4122,"837 Transill Cir, Santa Clara, CA 95054",6085504901,8.411564486,12.2,2522.287189,30,4600,3,3,1588,1,37.395412,-121.94936,0.727625441,2.065437204,0.285209289,Santa Clara,TOWNHOUSE,70
4123,"4053 Crandall Cir, Santa Clara, CA 95054",6085504901,8.411564486,12.2,2522.287189,29,5250,3,3,1894,1,37.396793,-121.94542,0.60894358,2.26179044,0.22990727,Santa Clara,SINGLE_FAMILY,71
4124,"4169 Marston Ln, Santa Clara, CA 95054",6085504901,8.411564486,12.2,2522.287189,27,5200,3,3,1671,1,37.39748,-121.94848,0.34796776,2.272353747,0.402027037,Santa Clara,SINGLE_FAMILY,73
4125,"3639 Eastwood Cir, Santa Clara, CA 95054",6085505007,8.541206682,15,2344.5212,28,2800,2,2,1000,1,37.38909,-121.94215,0.412590344,2.889996521,1.111632719,Santa Clara,APARTMENT,72
4126,"920 Clyde Ave 1, Santa Clara, CA 95054",6085505007,8.541206682,15,2344.5212,35,4500,5,2,1265,1,37.39043,-121.95024,0.072079036,2.080971479,0.41010486,Santa Clara,APARTMENT,65
4127,"1250 Lakeside Dr, Sunnyvale, CA",6085508704,8.248912225,13.6,1706.04248,32,3110,0,1,442,14,37.38894,-121.991974,1.846714612,1.021533924,1.57206863,Sunnyvale,MULTIUNIT,68
4128,"355 N Wolfe Rd, Sunnyvale, CA",6085508704,8.248912225,13.6,1706.04248,29,3491,1,1,800,11,37.3821,-122.01375,0.167148799,1.686400894,0.725761328,Sunnyvale,MULTIUNIT,71
4129,"395 Ano Nuevo Ave, Sunnyvale, CA 94085",6085509102,8.174442805,9.8,1994.136344,26,2450,1,1,722,1,37.390606,-122.04524,1.247091597,0.938891581,1.374472652,Sunnyvale,APARTMENT,74
4130,"1000 Escalon Ave, Sunnyvale, CA",6085509102,8.174442805,9.8,1994.136344,27,3350,1,1,715,2,37.387848,-122.04576,1.101069412,1.601273067,1.458979108,Sunnyvale,MULTIUNIT,73
4131,"955 Escalon Ave, Sunnyvale, CA",6085509102,8.174442805,9.8,1994.136344,27,2450,1,1,658,2,37.38893,-122.04368,0.483426638,1.038932312,1.159478286,Sunnyvale,MULTIUNIT,73
4132,"524 E Maude Ave A, Sunnyvale, CA 94085",6085508800,8.281128046,23.8,1585.462715,26,2595,1,1,575,1,37.38581,-122.01959,0.440552039,1.642904924,0.311306871,Sunnyvale,APARTMENT,74
4133,"972 Corte Madera Ave, Sunnyvale, CA",6085509102,8.174442805,9.8,1994.136344,26,3054,1,1,710,3,37.39053,-122.04336,1.035825457,0.72700407,0.917764967,Sunnyvale,MULTIUNIT,74
4134,"1257 Lakeside Dr, Sunnyvale, CA",6085508704,8.248912225,13.6,1706.04248,31,3235,1,1,700,18,37.388268,-121.99411,0.916522225,0.973688357,1.50993153,Sunnyvale,MULTIUNIT,69
4135,"720 N Fair Oaks Ave, Sunnyvale, CA",6085508900,8.363883126,20.1,2923.009737,30,1970,0,1,500,4,37.39195,-122.01356,0.85749198,2.114525513,0.234878238,Sunnyvale,MULTIUNIT,70
4136,"874 Borregas Ave APT B10, Sunnyvale, CA 94085",6085509000,8.307741641,22.2,2228.421977,36,1850,0,1,352,1,37.397064,-122.021385,0.457329056,1.838636789,0.154721379,Sunnyvale,APARTMENT,64
4137,"730 San Juan Dr 10, Sunnyvale, CA 94085",6085508900,8.363883126,20.1,2923.009737,28,2783,2,1,817,1,37.39075,-122.01066,0.37903631,2.078485995,0.311928242,Sunnyvale,APARTMENT,72
4138,"450 N Mathilda Ave, Sunnyvale, CA",6085508800,8.281128046,23.8,1585.462715,31,2419,0,1,410,12,37.387203,-122.03069,0.589059708,0.841957705,0.159692347,Sunnyvale,MULTIUNIT,69
4139,"460 E Maude Ave UNIT 3, Sunnyvale, CA 94085",6085508800,8.281128046,23.8,1585.462715,28,2484,1,1,700,1,37.38625,-122.02073,0.371579858,1.712498476,0.241713319,Sunnyvale,APARTMENT,72
4140,"561 Worley Ave, Sunnyvale, CA 94085",6085509000,8.307741641,22.2,2228.421977,25,4500,3,2,1510,1,37.387634,-122.01828,0.363502035,1.724925896,0.387114133,Sunnyvale,SINGLE_FAMILY,75
4141,"250 Santa Fe Ter, Sunnyvale, CA",6085508704,8.248912225,13.6,1706.04248,29,3495,2,2,1061,2,37.380436,-122.01697,0.250412513,1.495018626,0.847550044,Sunnyvale,MULTIUNIT,71
4142,"640 San Luisito Way, Sunnyvale, CA 94085",6085508900,8.363883126,20.1,2923.009737,28,3000,2,1,910,1,37.388966,-122.0087,0.096312505,1.797626303,0.36660889,Sunnyvale,SINGLE_FAMILY,72
4143,"880 San Mateo Ct, Sunnyvale, CA 94085",6085508900,8.363883126,20.1,2923.009737,38,4400,3,3,1112,1,37.394077,-122.00767,2.576825537,2.901181199,0.620128258,Sunnyvale,SINGLE_FAMILY,62
4144,"649 Blythe Ct APT 12, Sunnyvale, CA 94085",6085508900,8.363883126,20.1,2923.009737,30,2350,2,1,800,1,37.392014,-122.01251,0.819588349,2.29285899,0.363502035,Sunnyvale,APARTMENT,70
4145,"498 N Fair Oaks Ave, Sunnyvale, CA 94085",6085508704,8.248912225,13.6,1706.04248,31,4195,3,1,1150,1,37.385063,-122.01704,0.132973394,1.526708547,0.444901636,Sunnyvale,SINGLE_FAMILY,69
4146,"550 Cypress Ave, Sunnyvale, CA 94085",6085509000,8.307741641,22.2,2228.421977,27,4695,3,2,1530,1,37.388344,-122.01759,0.438066555,1.782092028,0.329948001,Sunnyvale,SINGLE_FAMILY,73
4147,"611 San Luisito Way APT 10, Sunnyvale, CA 94085",6085508900,8.363883126,20.1,2923.009737,27,3175,2,1,800,1,37.38869,-122.00931,0.078914117,1.780227915,0.349210502,Sunnyvale,APARTMENT,73
4148,"663 Johanna Ave APT 3, Sunnyvale, CA 94085",6085508900,8.363883126,20.1,2923.009737,27,2341,2,1,700,1,37.38978,-122.01301,0.320006065,1.993979539,0.227421786,Sunnyvale,APARTMENT,73
4149,"448 Costa Mesa Ter, Sunnyvale, CA 94085",6085509102,8.174442805,9.8,1994.136344,27,3480,2,1,880,1,37.392696,-122.04503,1.241499258,0.933299242,1.64663315,Sunnyvale,APARTMENT,73
4150,"226 W Eaglewood Ave, Sunnyvale, CA 94085",6085509000,8.307741641,22.2,2228.421977,29,5500,3,2,1100,1,37.391872,-122.027,0.906580289,1.321034746,0.632555678,Sunnyvale,SINGLE_FAMILY,71
4151,"705 Santa Rita St, Sunnyvale, CA 94085",6085508900,8.363883126,20.1,2923.009737,30,5000,3,2,1512,1,37.389545,-122.00235,0.07456452,1.538514596,0.128002426,Sunnyvale,SINGLE_FAMILY,70
4152,"206 E Arbor Ave 3, Sunnyvale, CA 94085",6085509000,8.307741641,22.2,2228.421977,28,3000,2,1,948,1,37.38855,-122.02535,0.16155646,1.033961344,0.134837507,Sunnyvale,APARTMENT,72
4153,"206 E Arbor Ave UNIT 1, Sunnyvale, CA 94085",6085509000,8.307741641,22.2,2228.421977,28,3200,2,2,1224,1,37.388557,-122.025375,0.163420573,1.035825457,0.136080249,Sunnyvale,APARTMENT,72
4154,"668 Pinnacles Ter, Sunnyvale, CA 94085",6085508704,8.248912225,13.6,1706.04248,27,4990,3,3,1487,1,37.381744,-122.016655,0.24233469,1.458357737,0.811510526,Sunnyvale,TOWNHOUSE,73
4155,"725 San Simeon St, Sunnyvale, CA 94085",6085508900,8.363883126,20.1,2923.009737,30,4170,3,2,1008,1,37.3903,-122.00065,0.200081462,1.399327492,0.328083888,Sunnyvale,SINGLE_FAMILY,70
4156,"241 W Maude Ave 3, Sunnyvale, CA 94085",6085509000,8.307741641,22.2,2228.421977,29,2000,1,1,600,1,37.38887,-122.02724,0.241713319,0.855627867,0.167148799,Sunnyvale,APARTMENT,71
4157,"513 Anacapa Ter, Sunnyvale, CA 94085",6085509000,8.307741641,22.2,2228.421977,27,5700,3,3,1468,1,37.390926,-122.0181,0.320627436,2.092777528,0.439309297,Sunnyvale,SINGLE_FAMILY,73
4158,"677 Pinnacles Ter, Sunnyvale, CA 94085",6085508704,8.248912225,13.6,1706.04248,27,4500,1,1,1000,1,37.381405,-122.01613,0.177712106,1.492533142,0.84506456,Sunnyvale,SINGLE_FAMILY,73
4159,"752 San Jule Ct 5, Sunnyvale, CA 94085",6085508900,8.363883126,20.1,2923.009737,27,2160,1,1,510,1,37.388893,-122.010376,0.166527428,1.867219855,0.541214141,Sunnyvale,APARTMENT,73
4160,"326 Roosevelt Ave, Sunnyvale, CA 94085",6085508800,8.281128046,23.8,1585.462715,28,3099,2,1,725,1,37.38289,-122.02115,0.569797207,1.533543628,0.498960913,Sunnyvale,SINGLE_FAMILY,72
4161,"565 N Britton Ave 6, Sunnyvale, CA 94085",6085508704,8.248912225,13.6,1706.04248,26,2150,1,1,483,1,37.38728,-122.01405,0.153478637,1.961046876,0.410726231,Sunnyvale,APARTMENT,74
4162,"330 N Mathilda Ave, Sunnyvale, CA",6085508800,8.281128046,23.8,1585.462715,30,3192,1,1,662,2,37.38509,-122.03011,0.720168989,0.948212146,0.363502035,Sunnyvale,MULTIUNIT,70
4163,"540 E Maude Ave, Sunnyvale, CA 94085",6085508800,8.281128046,23.8,1585.462715,28,2400,2,1,618,1,37.385296,-122.01924,0.324977033,1.54721379,0.429988732,Sunnyvale,APARTMENT,72
4164,"300 W Washington Ave, Sunnyvale, CA",6085508602,8.104246637,11.8,1169.266083,26,3919,1,1,697,11,37.376373,-122.03327,0.226800415,0.805918187,0.604593983,Sunnyvale,MULTIUNIT,74
4165,"260 N Mathilda Ave M3, Sunnyvale, CA 94086",6085508704,8.248912225,13.6,1706.04248,31,1995,0,1,450,1,37.383213,-122.03123,0.320627436,1.363287974,0.778577863,Sunnyvale,APARTMENT,69
4166,"150 S Taaffe St, Sunnyvale, CA",6085508602,8.104246637,11.8,1169.266083,28,3897,1,1,675,4,37.377487,-122.032135,0.336161711,0.85127827,0.494611316,Sunnyvale,MULTIUNIT,72
4167,"481 S Mathilda Ave, Sunnyvale, CA",6085508601,8.060364401,9.5,1073.976625,31,3753,1,1,802,3,37.37245,-122.03655,0.47845567,0.649332695,0.429988732,Sunnyvale,MULTIUNIT,69
4168,"490 W McKinley Ave, Sunnyvale, CA",6085508601,8.060364401,9.5,1073.976625,31,3349,0,1,542,3,37.37501,-122.035385,0.187032671,0.80156859,0.346725018,Sunnyvale,MULTIUNIT,69
4169,"415 S Bernardo Ave, Sunnyvale, CA",6085509107,8.15410049,20.2,1024.09549,27,2195,1,1,700,2,37.377155,-122.055824,0.159070976,0.831394398,0.40389115,Sunnyvale,MULTIUNIT,73
4170,"201 W California Ave, Sunnyvale, CA",6085508704,8.248912225,13.6,1706.04248,28,2195,0,1,410,21,37.38253,-122.02925,0.350453244,1.358317006,0.772985524,Sunnyvale,MULTIUNIT,72
4171,"151 S Bernardo Ave, Sunnyvale, CA",6085509107,8.15410049,20.2,1024.09549,26,2995,1,1,760,2,37.38345,-122.05367,0.282723805,1.281267002,0.210644769,Sunnyvale,MULTIUNIT,74
4172,"107 S Mary Ave, Sunnyvale, CA",6085509106,8.054414204,10.2,894.3998028,28,3029,1,1,735,4,37.382477,-122.04531,0.297636709,1.204838369,0.820831091,Sunnyvale,MULTIUNIT,72
4173,"1180 Reed Ave, Sunnyvale, CA",6085508508,8.180802457,10.7,2001.076485,33,2450,1,1,642,4,37.36608,-121.99681,0.4970968,1.695100088,0.468513734,Sunnyvale,MULTIUNIT,67
4174,"180 Pasito Ter, Sunnyvale, CA",6085509102,8.174442805,9.8,1994.136344,26,2651,1,1,556,10,37.382935,-122.04048,0.165284686,1.598787583,1.014077472,Sunnyvale,MULTIUNIT,74
4175,"1055 E Evelyn Ave, Sunnyvale, CA",6085508704,8.248912225,13.6,1706.04248,24,3130,2,1,863,3,37.367924,-122.003265,0.379657681,1.415483138,0.835743995,Sunnyvale,MULTIUNIT,76
4176,"299 W Washington Ave, Sunnyvale, CA",6085508602,8.104246637,11.8,1169.266083,28,2869,0,1,482,9,37.376606,-122.03231,0.274024611,0.76428633,0.562962126,Sunnyvale,MULTIUNIT,72
4177,"1285-1299 Ayala Dr, Sunnyvale, CA 94086",6085509107,8.15410049,20.2,1024.09549,27,2700,2,1,950,1,37.384956,-122.05655,0.467270992,1.537271854,0.278374208,Sunnyvale,APARTMENT,73
