0,Address,Census Tract,PM2.5,Poverty,Traffic,Noise Pollution,Minimum Price,Minimum Beds,Minimum Baths,Sqft,Units,Latitude,Longitude,Distance to School,Distance to Hospital,Distance to Grocery Store,City,Home Type,SoundScore
1,"1370 University Ave, Berkeley, CA",6001423100,9.128027341,24.2,932.2571034,36,3253,1,1,443,3,37.86991,-122.28474,0.437445184,0.897881095,0.039767744,Berkeley,MULTIUNIT,64
2,"3015 San Pablo Ave, Berkeley, CA",6001424002,9.303578087,20.5,873.049345,32,2595,1,1,450,10,37.851654,-122.286095,0.26097582,0.493989945,0.337404453,Berkeley,MULTIUNIT,68
3,"1260 Hopkins St, Berkeley, CA",6001421900,9.084806909,14.5,556.97488,29,2295,1,1,500,4,37.877346,-122.28903,0.15534275,1.134002075,0.282723805,Berkeley,MULTIUNIT,71
4,"1300 Delaware St, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,30,2295,1,1,500,1,37.872322,-122.28671,0.221829447,1.1806049,0.322491549,Berkeley,APARTMENT,70
5,"1122 University Ave, Berkeley, CA",6001423100,9.128027341,24.2,932.2571034,38,2597,0,1,425,24,37.868923,-122.290886,0.181440332,1.362666603,0.275267353,Berkeley,MULTIUNIT,62
6,"2435 San Pablo Ave, Berkeley, CA",6001423100,9.128027341,24.2,932.2571034,34,1400,0,1,174,38,37.861523,-122.28934,0.404512521,0.848171415,0.633177049,Berkeley,MULTIUNIT,66
7,"2696 Sacramento St 2696, Berkeley, CA 94702",6001423300,9.145700959,24.1,909.3878523,31,1895,0,1,400,1,37.85894,-122.28049,0.455464943,0.474106073,0.628827452,Berkeley,APARTMENT,69
8,"1654 San Pablo Ave APT D, Berkeley, CA 94702",6001422100,9.090429362,20.6,637.3234915,36,2550,1,1,650,1,37.873627,-122.294,0.123031458,1.039553683,0.108739925,Berkeley,APARTMENT,64
9,"1420 Neilson St A, Berkeley, CA 94702",6001421900,9.084806909,14.5,556.97488,28,2195,1,1,650,1,37.87874,-122.2904,0.341132679,1.171905706,0.468513734,Berkeley,APARTMENT,72
10,"1800 Sacramento St B, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,32,3950,2,1,1004,1,37.87284,-122.28248,0.496475429,0.920871822,0.326219775,Berkeley,APARTMENT,68
11,"1132 Parker St D, Berkeley, CA 94702",6001423300,9.145700959,24.1,909.3878523,29,2200,1,1,650,1,37.859337,-122.28737,0.153478637,0.257868965,0.365987519,Berkeley,APARTMENT,71
12,"2924 Mabel St APT E, Berkeley, CA 94702",6001423300,9.145700959,24.1,909.3878523,31,2450,2,1,730,1,37.853127,-122.28414,0.123031458,0.39767744,0.461678653,Berkeley,APARTMENT,69
13,"1385 Neilson St 1385, Berkeley, CA 94702",6001421900,9.084806909,14.5,556.97488,28,4350,3,1,952,1,37.878944,-122.28985,0.363502035,1.194275062,0.490261719,Berkeley,APARTMENT,72
14,"3135 Mabel St, Berkeley, CA 94702",6001424002,9.303578087,20.5,873.049345,26,4295,3,2,1050,1,37.84989,-122.282646,0.324355662,0.494611316,0.299500822,Berkeley,SINGLE_FAMILY,74
15,"2122 Sacramento St A, Berkeley, CA 94702",6001423100,9.128027341,24.2,932.2571034,32,3600,2,1,950,1,37.868458,-122.28227,0.329948001,1.032718602,0.415697199,Berkeley,APARTMENT,68
16,"2235 Bonar St, Berkeley, CA",6001423100,9.128027341,24.2,932.2571034,29,2995,2,1,900,2,37.86562,-122.28636,0.067729439,0.772364153,0.476591557,Berkeley,MULTIUNIT,71
17,"1342 Ordway St, Berkeley, CA 94702",6001421900,9.084806909,14.5,556.97488,30,3900,2,1,800,1,37.87922,-122.2876,0.055302019,1.042660538,0.210023398,Berkeley,APARTMENT,70
18,"1243 Allston Way, Berkeley, CA 94702",6001423100,9.128027341,24.2,932.2571034,29,2399,1,1,550,1,37.86715,-122.28715,0.178954848,0.883589562,0.365366148,Berkeley,TOWNHOUSE,71
19,"1246 Hearst Ave 4, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,32,2710,2,1,908,1,37.870613,-122.28881,0.328083888,1.251441194,0.472863331,Berkeley,APARTMENT,68
20,"1428 Delaware St 2, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,31,2850,1,1,550,1,37.872692,-122.28319,0.430610103,0.98176618,0.423153651,Berkeley,SINGLE_FAMILY,69
21,"1919 Curtis St APT 8, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,33,2145,2,1,725,1,37.8701,-122.28932,0.192003639,1.212294821,0.454843572,Berkeley,APARTMENT,67
22,"1277 Hearst Ave APT 3, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,30,2295,2,1,700,1,37.87153,-122.28739,0.429367361,1.134623446,0.276510095,Berkeley,APARTMENT,70
23,"1180 University Ave APT 2, Berkeley, CA 94702",6001423100,9.128027341,24.2,932.2571034,34,1995,1,1,560,1,37.869053,-122.28993,0.105011699,1.28623797,0.256626223,Berkeley,APARTMENT,66
24,"1269 Alcatraz Ave APT B, Berkeley, CA 94702",6001424002,9.303578087,20.5,873.049345,29,2350,1,1,550,1,37.8476,-122.281975,0.160935089,0.334297598,0.531272205,Berkeley,APARTMENT,71
25,"1219 Parker St A, Berkeley, CA 94702",6001423300,9.145700959,24.1,909.3878523,27,2850,2,1,700,1,37.860016,-122.286156,0.22990727,0.404512521,0.548049222,Berkeley,APARTMENT,73
26,"1321 Addison St APT E, Berkeley, CA 94702",6001423100,9.128027341,24.2,932.2571034,33,2995,2,1,750,1,37.869244,-122.28546,0.271539127,1.002271423,0.147886298,Berkeley,APARTMENT,67
27,"1218 Haskell St A, Berkeley, CA 94702",6001424002,9.303578087,20.5,873.049345,29,2800,2,1,850,1,37.850464,-122.28509,0.351695986,0.615778661,0.428124619,Berkeley,APARTMENT,71
28,"1251 Burnett St, Berkeley, CA 94702",6001423300,9.145700959,24.1,909.3878523,28,2200,1,1,430,1,37.853657,-122.284645,0.128623797,0.403269779,0.406998005,Berkeley,SINGLE_FAMILY,72
29,"1100 Francisco St, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,33,2195,1,1,650,1,37.872486,-122.29271,0.137322991,1.113496832,0.073321778,Berkeley,APARTMENT,67
30,"2770 Dohr St B, Berkeley, CA 94702",6001423300,9.145700959,24.1,909.3878523,27,2385,1,1,600,1,37.856106,-122.28161,0.121788716,0.469135105,0.270917756,Berkeley,APARTMENT,73
31,"1219 Parker St APT B, Berkeley, CA 94702",6001423300,9.145700959,24.1,909.3878523,27,2150,1,1,600,1,37.86002,-122.28616,0.22990727,0.404512521,0.548049222,Berkeley,APARTMENT,73
32,"1402 Acton Cres, Berkeley, CA 94702",6001423100,9.128027341,24.2,932.2571034,29,2275,1,1,450,1,37.867706,-122.2839,0.096312505,1.040796425,0.182683074,Berkeley,APARTMENT,71
33,"1316 Ashby Ave APT C, Berkeley, CA 94702",6001424002,9.303578087,20.5,873.049345,29,2200,2,1,600,1,37.852642,-122.28296,0.231150012,0.619506887,0.392706472,Berkeley,APARTMENT,71
34,"1215 Blake St D, Berkeley, CA 94702",6001423300,9.145700959,24.1,909.3878523,29,2600,2,1,800,1,37.860886,-122.28637,0.170255654,0.468513734,0.581603256,Berkeley,APARTMENT,71
35,"3210 Sacramento St, Berkeley, CA 94702",6001424002,9.303578087,20.5,873.049345,30,4600,3,1,1090,1,37.849106,-122.27836,0.631312936,0.067729439,0.262839933,Berkeley,SINGLE_FAMILY,70
36,"1138 Addison St APT 1, Berkeley, CA 94702",6001423100,9.128027341,24.2,932.2571034,32,3100,3,1,850,1,37.86819,-122.28974,0.019262501,1.245848855,0.330569372,Berkeley,APARTMENT,68
37,"1245 Francisco St D, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,29,1700,0,1,200,1,37.873466,-122.28807,0.218101221,1.36080249,0.456086314,Berkeley,APARTMENT,71
38,"1154 Francisco St, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,29,2400,2,1,650,1,37.872665,-122.2906,0.060272987,1.454629511,0.178333477,Berkeley,APARTMENT,71
39,"1314 Ashby Ave, Berkeley, CA 94702",6001424002,9.303578087,20.5,873.049345,29,4400,4,2,1400,1,37.852642,-122.28295,0.230528641,0.620128258,0.392085101,Berkeley,SINGLE_FAMILY,71
40,"2169 Acton St, Berkeley, CA 94702",6001423100,9.128027341,24.2,932.2571034,29,2275,1,1,450,1,37.86763,-122.28367,0.108118554,1.052602474,0.194489123,Berkeley,APARTMENT,71
41,"1257 Francisco St APT 1, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,31,4000,3,2,1000,1,37.873753,-122.28724,0.170255654,1.256412162,0.398298811,Berkeley,APARTMENT,69
42,"2853 Sacramento St, Berkeley, CA 94702",6001423400,9.145700959,26.1,742.2529583,29,4795,3,2,1220,1,37.855644,-122.27922,0.239227835,0.684129471,0.200081462,Berkeley,SINGLE_FAMILY,71
43,"1321 Addison St H, Berkeley, CA 94702",6001423100,9.128027341,24.2,932.2571034,33,2895,2,1,750,1,37.869247,-122.28548,0.271539127,1.003514165,0.14912904,Berkeley,APARTMENT,67
44,"2223 Bonar St APT C, Berkeley, CA 94702",6001423100,9.128027341,24.2,932.2571034,28,2450,3,1,850,1,37.866096,-122.28647,0.100662102,0.805296816,0.443037523,Berkeley,APARTMENT,72
45,"1923 Curtis St, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,35,2750,2,1,700,1,37.869953,-122.28929,0.193867752,1.214158934,0.485290751,Berkeley,APARTMENT,65
46,"2112 Curtis St, Berkeley, CA 94702",6001423100,9.128027341,24.2,932.2571034,31,2050,1,1,470,1,37.868015,-122.289566,0.072079036,1.19303232,0.338647195,Berkeley,APARTMENT,69
47,"1212 Francisco St, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,29,2795,2,1,900,1,37.872837,-122.289246,0.134837507,1.451522656,0.385871391,Berkeley,SINGLE_FAMILY,71
48,"2521 San Pablo Ave APT D, Berkeley, CA 94702",6001423300,9.145700959,24.1,909.3878523,34,3000,3,1,860,1,37.86075,-122.289116,0.193246381,0.647468582,0.47224196,Berkeley,APARTMENT,66
49,"2921 Acton St B, Berkeley, CA 94702",6001423300,9.145700959,24.1,909.3878523,29,1975,0,1,400,1,37.853767,-122.28132,0.101904844,0.523194382,0.263461304,Berkeley,APARTMENT,71
50,"1944 Curtis St APT 2, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,33,1699,0,1,450,1,37.870228,-122.289894,0.203188317,1.223479499,0.443037523,Berkeley,APARTMENT,67
51,"1340 Addison St, Berkeley, CA 94702",6001423100,9.128027341,24.2,932.2571034,31,2500,2,1,600,1,37.86886,-122.284424,0.073943149,0.955047227,0.096312505,Berkeley,APARTMENT,69
52,"1728 Curtis St APT C, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,29,2399,2,1,685,1,37.87282,-122.29017,0.085127827,1.429774671,0.203188317,Berkeley,APARTMENT,71
53,"1420 Alcatraz Ave, Berkeley, CA 94702",6001424002,9.303578087,20.5,873.049345,30,3595,3,1,1150,1,37.84757,-122.2785,0.347346389,0.165906057,0.344239534,Berkeley,TOWNHOUSE,70
54,"1305 66th St, Berkeley, CA 94702",6001424002,9.303578087,20.5,873.049345,26,2200,1,1,514,1,37.84971,-122.2825,0.312549613,0.382764536,0.343618163,Berkeley,MULTI_FAMILY,74
55,"1931 San Pablo Ave UNIT 105, Berkeley, CA 94702",6001422200,9.084806909,21.6,764.1546687,35,1595,0,1,550,1,37.869965,-122.291664,0.369715745,1.27381055,0.142293959,Berkeley,APARTMENT,65
56,"1246 Ashby Ave APT 4, Berkeley, CA 94702",6001424002,9.303578087,20.5,873.049345,30,2295,2,1,741,1,37.852356,-122.284424,0.19883872,0.537485915,0.474727444,Berkeley,APARTMENT,70
57,"1321 Alcatraz Ave B, Berkeley, CA 94702",6001424002,9.303578087,20.5,873.049345,28,3100,3,1,1256,1,37.84783,-122.280426,0.246684287,0.2485484,0.444901636,Berkeley,TOWNHOUSE,72
58,"3101 Mabel St, Berkeley, CA 94702",6001424002,9.303578087,20.5,873.049345,27,3050,2,1,650,1,37.85087,-122.283,0.290180257,0.487776235,0.292665741,Berkeley,APARTMENT,73
59,"1598 University Ave, Berkeley, CA",6001423000,9.170834519,21.9,836.1608147,33,2095,0,1,406,43,37.870388,-122.27995,0.048466938,0.639390759,0.060894358,Berkeley,MULTIUNIT,67
60,"1698 University Ave, Berkeley, CA",6001423000,9.170834519,21.9,836.1608147,35,1100,1,1,90,3,37.87066,-122.27775,0.013048791,0.51573793,0.187032671,Berkeley,MULTIUNIT,65
61,"1812 University Ave, Berkeley, CA",6001423000,9.170834519,21.9,836.1608147,36,2395,0,1,420,10,37.871193,-122.27465,0.617021403,0.340511308,0.101904844,Berkeley,MULTIUNIT,64
62,"1717 University Ave, Berkeley, CA",6001422300,9.049984366,25.3,738.8329926,35,1149,2,1,73,41,37.871193,-122.276985,0.062758471,0.538728657,0.193246381,Berkeley,MULTIUNIT,65
63,"1947 Oregon St 3, Berkeley, CA 94703",6001423500,9.234587905,38.6,605.423531,31,2795,2,1,720,1,37.85753,-122.26935,0.126138313,0.69593552,0.210023398,Berkeley,APARTMENT,69
64,"2091 California St, Berkeley, CA",6001423000,9.170834519,21.9,836.1608147,31,1895,0,1,370,5,37.86994,-122.27942,0.111225409,0.702770601,0.123652829,Berkeley,MULTIUNIT,69
65,"2139 Grant St, Berkeley, CA",6001423000,9.170834519,21.9,836.1608147,31,2195,0,1,400,2,37.86907,-122.2747,0.145400814,0.531272205,0.292665741,Berkeley,MULTIUNIT,69
66,"1835 Delaware St, Berkeley, CA",6001422300,9.049984366,25.3,738.8329926,34,2150,1,1,450,4,37.874386,-122.273926,0.07456452,0.467270992,0.208780656,Berkeley,MULTIUNIT,66
67,"3228 Adeline St, Berkeley, CA",6001424001,9.303578087,36.9,1005.646116,38,1220,1,1,115,16,37.850033,-122.27137,0.116196377,0.264704046,0.123652829,Berkeley,MULTIUNIT,62
68,"1634 Julia St, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,30,2150,0,1,225,1,37.854374,-122.27556,0.120545974,0.667352454,0.240470577,Berkeley,APARTMENT,70
69,"2706 Martin Luther King Jr Way UNIT A, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,33,4360,3,2,1100,1,37.8595,-122.271996,0.089477424,0.521330269,0.009320565,Berkeley,APARTMENT,67
70,"1836 Francisco St A, Berkeley, CA 94703",6001422300,9.049984366,25.3,738.8329926,34,2990,1,1,650,1,37.87477,-122.27394,0.050331051,0.530650834,0.272781869,Berkeley,APARTMENT,66
71,"1538 Prince St A, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,29,3100,2,1,1200,1,37.851456,-122.27687,0.203809688,0.328705259,0.096312505,Berkeley,APARTMENT,71
72,"1321 Josephine St A, Berkeley, CA 94703",6001421800,9.049984366,13.5,288.7259092,32,1895,0,1,450,1,37.882343,-122.27503,0.155964121,0.909687144,0.152857266,Berkeley,APARTMENT,68
73,"2959A California St, Berkeley, CA 94703",6001422300,9.049984366,25.3,738.8329926,29,2131,0,1,320,1,37.8738,-122.28014,0.82020972,0.841957705,0.816481494,Berkeley,SINGLE_FAMILY,71
74,"1612 Parker St, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,26,3250,2,1,1200,1,37.86057,-122.27773,0.2485484,0.703391972,0.630070194,Berkeley,APARTMENT,74
75,"1817 Carleton St, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,30,9000,3,3,2000,1,37.860752,-122.27297,0.164041944,0.502689139,0.131109281,Berkeley,SINGLE_FAMILY,70
76,"1814 Blake St APT 2, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,30,2250,1,1,525,1,37.862118,-122.27327,0.188275413,0.387114133,0.322491549,Berkeley,APARTMENT,70
77,"1639 Josephine St ROOM 2, Berkeley, CA 94703",6001422300,9.049984366,25.3,738.8329926,31,1000,0,1,145,1,37.876442,-122.27437,0.247927029,0.893531498,0.380279052,Berkeley,APARTMENT,69
78,"1628 Tyler St, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,29,4300,3,2,1100,1,37.852577,-122.2753,0.09320565,0.664245599,0.264082675,Berkeley,APARTMENT,71
79,"1835 Carleton St, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,33,3500,3,1,1050,1,37.86075,-122.27214,0.119303232,0.457950427,0.08699194,Berkeley,APARTMENT,67
80,"3380 Adeline St 3, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,38,2495,2,1,625,1,37.847088,-122.272644,0.132973394,0.625720597,0.357288325,Berkeley,APARTMENT,62
81,"2233 Grant St 21, Berkeley, CA 94703",6001423000,9.170834519,21.9,836.1608147,32,2350,1,1,660,1,37.86736,-122.2745,0.022990727,0.656167776,0.406998005,Berkeley,APARTMENT,68
82,"1623 Alcatraz Ave, Berkeley, CA",6001424001,9.303578087,36.9,1005.646116,30,2275,1,1,500,2,37.84859,-122.27468,0.147264927,0.298879451,0.338647195,Berkeley,MULTIUNIT,70
83,"1323 Josephine St A, Berkeley, CA 94703",6001421800,9.049984366,13.5,288.7259092,32,3145,2,1,850,1,37.882236,-122.27502,0.148507669,1.063165781,0.145400814,Berkeley,APARTMENT,68
84,"1590 Oregon St, Berkeley, CA",6001423400,9.145700959,26.1,742.2529583,28,2895,3,1,735,2,37.855976,-122.27763,0.078292746,0.861220206,0.157206863,Berkeley,MULTIUNIT,72
85,"1725 Berkeley Way, Berkeley, CA 94703",6001422300,9.049984366,25.3,738.8329926,32,5000,3,3,600,1,37.872265,-122.276566,0.16155646,0.636905275,0.398298811,Berkeley,APARTMENT,68
86,"1811 Francisco St APT 6, Berkeley, CA 94703",6001422300,9.049984366,25.3,738.8329926,30,4395,3,2,740,1,37.875153,-122.275154,0.11184678,0.592166563,0.333676227,Berkeley,APARTMENT,70
87,"3140 Ellis St APT 3, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,32,2695,2,1,785,1,37.850555,-122.27317,0.182061703,0.299500822,0.123652829,Berkeley,APARTMENT,68
88,"2930 California St, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,29,4000,3,1,909,1,37.854553,-122.27734,0.047845567,0.756208507,0.244198803,Berkeley,SINGLE_FAMILY,71
89,"1816 Fairview St, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,36,2450,2,1,860,1,37.85025,-122.272,0.232392754,0.23612098,0.060272987,Berkeley,APARTMENT,64
90,"2012 Stuart St D, Berkeley, CA 94703",6001423500,9.234587905,38.6,605.423531,34,2658,2,1,720,1,37.858013,-122.26876,0.098797989,0.376550826,0.21126614,Berkeley,APARTMENT,66
91,"2124 Spaulding Ave, Berkeley, CA 94703",6001423000,9.170834519,21.9,836.1608147,29,6500,3,2,1600,1,37.868595,-122.281075,0.384628649,0.82642343,0.247927029,Berkeley,SINGLE_FAMILY,71
92,"2009 McGee Ave APT 2, Berkeley, CA 94703",6001423000,9.170834519,21.9,836.1608147,34,1999,1,1,568,1,37.87056,-122.27718,0.049088309,0.525058495,0.196353236,Berkeley,APARTMENT,66
93,"1632 Prince St APT B, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,30,2500,2,1,750,1,37.851704,-122.27491,0.098176618,0.46602825,0.210023398,Berkeley,APARTMENT,70
94,"1430 Josephine St R4, Berkeley, CA 94703",6001421800,9.049984366,13.5,288.7259092,28,2750,2,1,650,1,37.880062,-122.275444,0.169634283,1.148293608,0.166527428,Berkeley,APARTMENT,72
95,"1738 Alcatraz Ave UNIT 2, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,36,2195,2,1,646,1,37.848343,-122.27231,0.061515729,0.424396393,0.253519368,Berkeley,APARTMENT,64
96,"1627 Parker St, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,26,6000,3,2,1630,1,37.861168,-122.2772,0.139187104,0.668595196,0.66486697,Berkeley,SINGLE_FAMILY,74
97,"1509 Hearst Ave 102, Berkeley, CA 94703",6001422300,9.049984366,25.3,738.8329926,29,3295,2,1,828,1,37.872467,-122.28175,0.250412513,0.841336334,0.246062916,Berkeley,APARTMENT,71
98,"3140 Ellis St APT 9, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,32,2695,3,1,780,1,37.850548,-122.273155,0.181440332,0.298879451,0.123031458,Berkeley,APARTMENT,68
99,"1626 Francisco St APT 3A, Berkeley, CA 94703",6001422300,9.049984366,25.3,738.8329926,28,3495,3,2,1060,1,37.874123,-122.278915,1.015941585,0.805918187,0.260354449,Berkeley,APARTMENT,72
100,"2825 Sacramento St 2813, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,28,2300,1,1,750,1,37.856686,-122.27949,0.297015338,0.610807693,0.252276626,Berkeley,APARTMENT,72
101,"1643 Prince St 5, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,32,1945,1,1,550,1,37.852283,-122.27469,0.105011699,0.47224196,0.241091948,Berkeley,APARTMENT,68
102,"1621 Blake St APT 5, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,26,1745,1,1,675,1,37.862003,-122.277664,0.216858479,0.625099226,0.587816966,Berkeley,APARTMENT,74
103,"2982 Otis St, Berkeley, CA 94703",6001423500,9.234587905,38.6,605.423531,34,3200,2,1,1000,1,37.85484,-122.270355,0.17398388,0.312549613,0.095691134,Berkeley,SINGLE_FAMILY,66
104,"1825 Berkeley Way, Berkeley, CA",6001422300,9.049984366,25.3,738.8329926,34,5200,3,2,950,2,37.872578,-122.27421,0.395813327,0.503931881,0.265325417,Berkeley,MULTIUNIT,66
105,"1735 Carleton St A, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,29,2600,2,1,650,1,37.86058,-122.27431,0.071457665,0.577253659,0.205673801,Berkeley,APARTMENT,71
106,"1506 Russell St APT A, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,29,2500,1,1,600,1,37.854755,-122.27885,0.107497183,0.503931881,0.113710893,Berkeley,APARTMENT,71
107,"1532 Woolsey St 2, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,29,1850,0,1,320,1,37.850517,-122.27705,0.296393967,0.246684287,0.174605251,Berkeley,APARTMENT,71
108,"2911 California St, Berkeley, CA",6001423400,9.145700959,26.1,742.2529583,28,3495,3,1,856,2,37.854813,-122.27694,0.013670162,0.769257298,0.224314931,Berkeley,MULTIUNIT,72
109,"3102 Martin Luther King Jr Way 3102, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,37,4550,4,1,1300,1,37.852325,-122.27116,0.307578645,0.252276626,0.147886298,Berkeley,APARTMENT,63
110,"1648 Russell St, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,29,2200,0,1,500,1,37.85531,-122.274994,0.147886298,0.699042375,0.076428633,Berkeley,APARTMENT,71
111,"2245 McKinley Ave D, Berkeley, CA 94703",6001423000,9.170834519,21.9,836.1608147,34,2600,2,1,675,1,37.867107,-122.2735,0.123652829,0.600865757,0.368473003,Berkeley,APARTMENT,66
112,"1815 Addison St APT F, Berkeley, CA 94703",6001423000,9.170834519,21.9,836.1608147,34,2950,2,1,600,1,37.87066,-122.2745,0.255383481,0.475348815,0.23612098,Berkeley,APARTMENT,66
113,"1743 Berkeley Way C, Berkeley, CA 94703",6001422300,9.049984366,25.3,738.8329926,33,1950,1,1,700,1,37.872425,-122.27567,0.311928242,0.77050004,0.282102434,Berkeley,APARTMENT,67
114,"1801 University Ave, Berkeley, CA",6001422300,9.049984366,25.3,738.8329926,37,3000,2,1,600,2,37.87161,-122.275024,0.198217349,0.425017764,0.185789929,Berkeley,MULTIUNIT,63
115,"3411 Adeline St 4, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,36,3950,3,2,1000,1,37.846424,-122.27205,0.119924603,0.462921395,0.343618163,Berkeley,APARTMENT,64
116,"2030 Ashby Ave 11, Berkeley, CA 94703",6001423901,9.254948457,27,1032.650686,36,1650,0,1,450,1,37.854904,-122.26756,0.277752837,0.363502035,0.259733078,Berkeley,APARTMENT,64
117,"1540 Prince St, Berkeley, CA",6001424001,9.303578087,36.9,1005.646116,29,1950,1,1,700,2,37.85146,-122.276886,0.214994366,0.328083888,0.095069763,Berkeley,MULTIUNIT,71
118,"1611 62nd St B, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,29,2845,2,1,733,1,37.84669,-122.27502,0.253519368,0.343618163,0.52195164,Berkeley,APARTMENT,71
119,"2909 Adeline St, Berkeley, CA 94703",6001423500,9.234587905,38.6,605.423531,35,3000,2,1,800,1,37.856194,-122.268105,0.125516942,0.438687926,0.108118554,Berkeley,APARTMENT,65
120,"1635 Prince St A, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,30,2475,2,1,1200,1,37.852238,-122.27507,0.104390328,0.471620589,0.240470577,Berkeley,APARTMENT,70
121,"1511 Stuart St, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,28,2500,2,1,728,1,37.85725,-122.27936,0.572282691,0.614535919,0.280238321,Berkeley,APARTMENT,72
122,"1839 Berkeley Way A, Berkeley, CA 94703",6001422300,9.049984366,25.3,738.8329926,35,2600,1,2,672,1,37.872646,-122.27367,0.106254441,0.346725018,0.088234682,Berkeley,APARTMENT,65
123,"1634 63rd St APT 3, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,31,3200,3,2,1103,1,37.847195,-122.27406,0.257868965,0.455464943,0.38525002,Berkeley,APARTMENT,69
124,"1509 Derby St 1511, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,30,3200,2,2,1000,1,37.859047,-122.27968,0.402648408,0.491504461,0.62758471,Berkeley,APARTMENT,70
125,"1953 Ashby Ave APT F, Berkeley, CA 94703",6001423500,9.234587905,38.6,605.423531,35,1895,1,1,550,1,37.85466,-122.27021,0.160935089,0.299500822,0.082642343,Berkeley,APARTMENT,65
126,"1646 Prince St E, Berkeley, CA 94703",6001424001,9.303578087,36.9,1005.646116,32,4000,4,2,1400,1,37.85177,-122.27447,0.073943149,0.441794781,0.336783082,Berkeley,APARTMENT,68
127,"2076 Ashby Ave, Berkeley, CA",6001423901,9.254948457,27,1032.650686,38,2097,1,1,850,2,37.85498,-122.26705,0.047845567,0.514495188,0.288316144,Berkeley,MULTIUNIT,62
128,"2912 Newbury St, Berkeley, CA 94703",6001423500,9.234587905,38.6,605.423531,34,4495,3,2,1255,1,37.856018,-122.267784,0.029204437,0.499582284,0.168391541,Berkeley,APARTMENT,66
129,"1717 Blake St APT A, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,28,3150,3,2,850,1,37.862286,-122.27553,0.220586705,0.507038736,0.354802841,Berkeley,APARTMENT,72
130,"2227 McGee Ave APT A, Berkeley, CA 94703",6001423000,9.170834519,21.9,836.1608147,30,3500,3,1,900,1,37.86722,-122.276764,0.108739925,0.763043588,0.434338329,Berkeley,APARTMENT,70
131,"1746 Allston Way, Berkeley, CA",6001423000,9.170834519,21.9,836.1608147,31,2600,1,1,475,4,37.86821,-122.27544,0.129866539,0.610186322,0.361016551,Berkeley,MULTIUNIT,69
132,"1735 Carleton St APT E, Berkeley, CA 94703",6001423400,9.145700959,26.1,742.2529583,29,3200,2,1,750,1,37.860577,-122.27429,0.072700407,0.576010917,0.204431059,Berkeley,APARTMENT,71
133,"1753 Berkeley Way, Berkeley, CA 94703",6001422300,9.049984366,25.3,738.8329926,33,2100,1,1,800,1,37.87242,-122.27566,0.311928242,0.771121411,0.282102434,Berkeley,APARTMENT,67
